음식,총가격,인원구성,요일 및 시간,날씨
"소고기주먹밥, 참치와사비김밥, 날치알주먹밥, 떡국, 치즈돈까스",29500,여(58) 여(43) 남(34) 남(52) 남(49),2024-05-18 23:06:00,흐림
"얼큰해물라면, 소고기주먹밥",12500,남(46),2024-10-20 06:06:00,흐림
"멸치주먹밥, 돈까스김밥",9000,여(47),2024-05-01 13:51:00,맑음
"제육덮밥, 멸치주먹밥, 떡라면",16500,여(18) 여(59) 여(19),2023-05-24 18:21:00,흐림
"참치주먹밥, 순두부찌개, 부대찌개, 소고기주먹밥, 비빔밥, 날치알김밥",35000,남(21) 남(29) 여(17) 여(10) 남(17),2023-10-26 08:00:00,눈
"치즈라볶이, 라볶이",11000,남(37),2024-05-08 03:20:00,흐림
"멸치주먹밥, 참치와사비김밥, 된장찌개",16000,남(23) 여(46),2024-06-28 01:36:00,비
"소고기김밥, 소고기주먹밥",9000,여(13),2024-09-02 20:21:00,맑음
"소고기주먹밥, 치즈돈까스, 오불덮밥, 참치찌개",28500,여(53) 남(14) 여(27) 여(14),2023-06-12 23:04:00,맑음
"생선까스, 돈까스김밥",14500,남(38) 여(12),2023-08-17 16:50:00,맑음
떡라면,5500,남(33),2023-06-14 05:12:00,눈
"육개장, 소고기주먹밥",12000,여(30),2023-06-05 12:59:00,맑음
"김치찌개, 된장찌개, 소고기주먹밥, 멸치주먹밥, 오징어덮밥",30000,남(44) 남(45) 남(17) 여(32),2023-08-18 10:36:00,맑음
"얼큰해물라면, 날치알주먹밥, 육개장, 계란말이김밥",26000,여(53) 남(44) 남(33),2024-06-19 01:43:00,맑음
"김치라면, 부대찌개",13500,여(10) 여(25),2023-04-13 09:58:00,눈
계란말이김밥,5500,여(25),2023-05-20 05:58:00,흐림
"고구마돈까스, 콩국수",17500,여(19) 남(33),2024-05-02 23:47:00,맑음
"치즈라볶이, 참치찌개, 육개장, 참치순두부찌개, 소고기김밥",33500,여(26) 남(32) 남(59) 남(40),2024-09-04 21:07:00,맑음
"소고기주먹밥, 된장찌개, 소고기주먹밥, 만두국",22000,여(23) 여(49) 남(14) 남(50),2024-01-27 18:25:00,흐림
"순두부찌개, 된장찌개, 떡라면, 계란말이김밥, 날치알주먹밥",29000,여(40) 여(56) 남(20) 남(10),2023-05-18 08:32:00,맑음
"참치주먹밥, 날으는 김밥, 김치만두",11500,여(27) 여(17),2023-04-10 12:38:00,맑음
"참치와사비김밥, 멸추김밥",10000,남(27) 남(50),2023-07-29 03:12:00,맑음
"얼큰해물라면, 순두부찌개, 김치만두, 육개장",27500,여(43) 남(55) 여(54) 남(25),2024-07-26 17:45:00,맑음
"뚝배기불고기, 참치덮밥, 라면, 땡초진미김밥",25000,남(48) 남(20) 남(49),2024-03-06 16:46:00,비
"소고기주먹밥, 참치덮밥, 육개장",19500,남(40) 남(19) 여(42),2023-12-16 09:21:00,흐림
"참치순두부찌개, 치즈라면, 치즈돈까스",22500,여(13) 여(45) 남(14),2023-10-13 14:30:00,맑음
"새우튀김김밥, 제육덮밥, 날치알주먹밥, 날치알김밥, 우동, 새우볶음밥",34000,남(54) 남(51) 남(23) 남(14) 여(53),2023-08-18 22:48:00,맑음
참치비빔밥,7500,남(49),2024-10-23 15:16:00,눈
"소고기주먹밥, 돈까스, 고구마돈까스, 쫄면, 쫄면",37000,남(51) 여(49) 여(12) 여(33),2024-06-28 16:22:00,맑음
"김치만두, 참치찌개, 새우튀김김밥, 생선까스",25500,남(35) 남(47) 남(36) 남(44),2024-08-29 10:54:00,맑음
"만두라면, 소고기주먹밥, 날치알주먹밥, 치즈김밥, 순두부찌개",25000,여(31) 남(14) 여(14) 여(50),2024-10-20 23:45:00,흐림
"오므라이스, 오므라이스, 만두라면, 계란말이김밥, 멸치주먹밥",29000,남(26) 여(13) 남(32) 여(32),2024-04-25 13:31:00,맑음
"참치김밥, 날으는 김밥, 참치찌개, 멸치주먹밥, 부대찌개",27000,남(42) 남(13) 남(57) 여(40) 여(59),2023-05-20 08:28:00,맑음
"계란말이김밥, 날치알김밥",10500,남(57),2024-02-08 21:10:00,맑음
"참치주먹밥, 잔치국수",11000,남(47),2024-06-19 17:34:00,맑음
"오므라이스, 참치주먹밥",11000,여(17) 여(39),2023-04-08 01:23:00,눈
"날치알김밥, 참치덮밥, 참치찌개, 치즈라면",25000,남(12) 남(15) 여(31),2024-04-11 18:59:00,맑음
"참치덮밥, 비빔밥, 날치알주먹밥, 새우튀김김밥, 김치라면",29000,남(47) 여(35) 남(28) 남(36),2024-01-31 15:48:00,눈
"참치주먹밥, 육개장, 얼큰해물우동, 고기만두, 멸치주먹밥, 고구마돈까스",38000,여(24) 여(13) 여(36) 여(47) 남(33),2023-11-30 14:36:00,맑음
"참치찌개, 새우볶음밥, 참치비빔밥, 소고기김밥, 우동",32500,여(18) 여(43) 여(42) 여(30) 여(13),2024-01-21 07:59:00,맑음
"김치찌개, 오므라이스, 제육덮밥, 멸치주먹밥, 새우튀김김밥, 날치알주먹밥",34000,여(40) 여(24) 여(46) 남(15) 여(57),2024-07-11 04:26:00,맑음
"오불덮밥, 뚝배기불고기",16000,남(15) 남(26),2023-03-24 07:55:00,흐림
"멸치주먹밥, 쫄면, 콩국수, 육개장, 날으는 김밥, 군만두",34500,여(49) 여(28) 여(45) 여(19) 남(13),2023-10-25 05:06:00,맑음
"멸치주먹밥, 치즈김밥, 치즈라면",14000,여(35) 남(16),2023-10-15 13:37:00,비
"멸치주먹밥, 된장찌개",11000,남(26) 남(47),2023-09-16 17:07:00,눈
"쫄면, 참치비빔밥, 소고기김밥, 참치주먹밥, 군만두, 멸치주먹밥",31500,여(11) 여(19) 남(52) 남(24) 남(31),2023-03-28 16:45:00,맑음
"새우튀김김밥, 오므라이스, 계란말이김밥, 오불덮밥, 순두부찌개",32500,남(60) 여(13) 여(29) 여(30) 여(47),2024-02-19 02:58:00,맑음
"뚝배기불고기, 치즈라볶이",14000,여(18),2023-07-04 08:58:00,맑음
"날치알주먹밥, 부대찌개, 만두라면, 부대찌개, 참치순두부찌개",33000,남(29) 여(11) 남(55) 여(25),2023-08-27 22:20:00,맑음
"치즈라볶이, 부대찌개, 참치찌개, 치즈김밥",25500,남(10) 여(14) 여(55),2024-06-10 06:53:00,맑음
"돈까스, 새우튀김김밥, 참치덮밥, 참치김밥, 멸치주먹밥",30500,여(14) 여(11) 남(41) 여(42),2023-08-02 08:55:00,맑음
"순두부찌개, 계란말이김밥, 날치알주먹밥, 참치비빔밥, 김치만두",28000,여(14) 여(35) 남(31) 여(38) 여(12),2023-07-07 21:27:00,맑음
"땡초진미김밥, 얼큰해물라면, 육개장",21500,여(46) 남(49) 남(57),2023-11-03 21:11:00,흐림
"돈까스김밥, 땡초진미김밥, 계란말이김밥",15500,남(54) 여(24),2023-12-11 00:54:00,흐림
"오뎅, 김치볶음밥",11500,여(37) 남(24),2023-11-25 08:55:00,맑음
"뚝배기불고기, 고구마돈까스",17500,남(49),2023-12-30 06:08:00,흐림
김치만두,4000,여(51),2023-03-21 19:07:00,맑음
"김치찌개, 우동",13000,여(13),2023-11-12 13:23:00,흐림
"새우튀김김밥, 소고기주먹밥, 소고기주먹밥",13000,여(21) 남(20) 여(57),2023-03-04 01:51:00,맑음
"멸추김밥, 새우볶음밥",12000,남(11),2023-12-28 23:19:00,맑음
"날치알김밥, 쫄면, 오징어덮밥, 떡만두국",28000,여(57) 여(52) 여(13) 남(20),2024-01-19 16:47:00,맑음
"치즈라볶이, 치즈라면",11500,남(53) 남(25),2023-05-07 05:24:00,흐림
"순두부찌개, 멸치주먹밥",11000,남(31) 여(57),2024-09-03 15:40:00,맑음
참치주먹밥,4000,여(31),2024-03-11 10:45:00,맑음
"참치찌개, 멸치주먹밥, 참치주먹밥, 김치라면",20500,여(39) 여(41) 남(18) 남(10),2023-04-11 09:33:00,맑음
"참치김밥, 참치주먹밥, 참치순두부찌개",16000,남(30) 여(16),2024-08-17 20:56:00,맑음
"소고기주먹밥, 치즈돈까스, 새우볶음밥, 멸치주먹밥",24500,남(19) 남(40) 여(47),2024-05-15 17:36:00,맑음
"만두국, 떡만두국",15000,여(47),2023-06-18 20:38:00,흐림
"육개장, 떡라면, 참치주먹밥, 새우볶음밥",24500,여(41) 남(25) 남(37),2023-03-09 04:51:00,흐림
"멸치주먹밥, 날치알주먹밥, 군만두, 돈까스",21500,남(20) 남(29) 여(57) 남(44),2023-10-12 04:22:00,흐림
"비빔국수, 비빔국수, 비빔밥, 참치김밥",25500,남(48) 남(35) 여(52),2023-06-09 22:34:00,맑음
날치알김밥,5000,남(49),2023-09-30 05:47:00,맑음
"고구마돈까스, 날치알주먹밥, 순두부찌개, 참치덮밥, 참치찌개",35000,남(20) 여(35) 남(36) 여(21),2024-05-03 16:16:00,맑음
"치즈돈까스, 치즈떡볶이",15000,여(22),2024-10-23 13:18:00,흐림
떡만두국,8000,여(22),2023-12-16 12:54:00,맑음
"치즈라볶이, 참치주먹밥, 김치라면",15500,남(10) 여(58) 남(60),2023-05-23 02:38:00,맑음
"계란말이김밥, 얼큰해물라면, 날치알김밥, 참치김밥, 날치알주먹밥",27500,여(60) 남(18) 남(50) 남(36) 여(20),2024-02-24 12:27:00,맑음
"떡국, 참치주먹밥, 날치알주먹밥, 육개장, 참치순두부찌개",30500,여(37) 남(42) 남(54) 남(34) 남(21),2023-12-20 01:03:00,맑음
"김치만두, 참치주먹밥, 날치알김밥, 소고기주먹밥",17000,남(19) 남(54) 여(23) 남(44),2023-12-16 16:52:00,맑음
"날치알주먹밥, 참치주먹밥, 얼큰해물우동, 날으는 김밥",20000,남(49) 남(40) 남(34) 여(23),2023-11-11 21:22:00,맑음
"땡초진미김밥, 치즈돈까스, 땡초진미김밥, 날치알주먹밥, 뚝배기불고기",31500,남(38) 여(19) 여(40) 여(20) 남(33),2023-07-03 11:29:00,흐림
"된장찌개, 치즈라면, 소고기주먹밥",16500,남(34) 여(25) 남(24),2023-11-04 23:57:00,흐림
"멸치주먹밥, 오불덮밥, 참치주먹밥, 멸치주먹밥, 멸추김밥",25000,남(49) 남(22) 남(48) 여(19) 여(54),2024-01-26 05:42:00,맑음
"소고기주먹밥, 얼큰해물우동, 날치알주먹밥, 돈까스, 땡초진미김밥",31000,여(15) 남(32) 남(16) 남(59) 여(42),2023-08-13 07:10:00,맑음
"육개장, 돈까스, 치즈돈까스, 만두라면",32500,여(54) 여(20) 남(30) 여(47),2023-11-01 01:18:00,흐림
"날치알주먹밥, 오징어덮밥, 뚝배기불고기, 참치김밥, 잔치국수",31500,남(46) 남(37) 남(31) 남(39),2023-07-26 09:06:00,맑음
"참치찌개, 오뎅, 비빔밥, 소고기주먹밥",22500,남(26) 여(58) 남(21) 남(51),2023-03-18 16:09:00,맑음
"오징어덮밥, 멸치주먹밥, 순두부찌개, 날으는 김밥, 된장찌개",29500,남(18) 남(28) 남(59) 남(27) 남(44),2024-10-15 08:04:00,흐림
"치즈라면, 멸치주먹밥",9500,여(58),2023-11-05 14:42:00,맑음
"고구마돈까스, 소고기주먹밥",13500,여(58) 여(30),2023-06-11 02:12:00,눈
"치즈떡볶이, 김치찌개, 참치주먹밥, 치즈라면, 군만두",26000,여(59) 여(18) 여(17) 여(45),2024-03-17 06:32:00,눈
참치주먹밥,4000,남(33),2024-05-21 18:38:00,맑음
계란말이김밥,5500,여(11),2024-05-28 17:04:00,맑음
"소고기김밥, 참치주먹밥",9000,남(29) 여(31),2023-08-27 20:41:00,비
"참치찌개, 김치볶음밥",14000,여(12),2023-10-26 12:18:00,흐림
"참치덮밥, 새우튀김김밥, 잔치국수, 소고기주먹밥, 제육덮밥",30500,여(33) 남(40) 여(53) 남(21),2023-04-01 19:27:00,맑음
김치만두,4000,여(44),2023-06-21 05:43:00,비
"날치알주먹밥, 참치주먹밥, 돈까스, 김치라면, 육개장",31000,여(46) 여(30) 여(15) 여(11) 남(22),2023-10-27 12:32:00,맑음
"치즈떡볶이, 치즈돈까스, 소고기김밥, 라볶이, 멸추김밥",30000,여(46) 여(12) 남(38) 여(17),2023-07-29 23:45:00,맑음
"육개장, 만두국",15000,여(32) 여(20),2024-10-14 18:04:00,맑음
"날치알주먹밥, 떡국, 소고기김밥, 멸추김밥, 날치알주먹밥",25000,여(12) 여(11) 남(37) 여(47) 여(47),2024-05-21 23:06:00,맑음
"콩국수, 부대찌개, 얼큰해물라면, 멸치주먹밥, 소고기주먹밥, 오므라이스",39500,남(36) 여(41) 남(28) 남(14) 남(41),2023-12-05 15:39:00,맑음
"멸치주먹밥, 육개장, 참치주먹밥",16000,남(41) 여(60) 남(48),2023-08-17 09:18:00,흐림
"날으는 김밥, 참치주먹밥, 만두라면",13000,여(25) 남(56) 여(46),2024-09-27 01:54:00,맑음
"참치순두부찌개, 참치주먹밥, 뚝배기불고기, 우동, 얼큰해물우동",34000,여(43) 남(31) 남(17) 여(14),2024-10-02 01:11:00,맑음
"오뎅, 치즈떡볶이, 소고기김밥, 소고기김밥, 생선까스, 날치알주먹밥",33500,여(57) 여(11) 남(53) 남(29) 여(60),2023-05-06 07:26:00,맑음
"김치라면, 날치알주먹밥, 치즈떡볶이, 고구마돈까스, 돈까스김밥, 새우볶음밥",36500,남(36) 여(54) 여(53) 남(43) 남(17),2024-06-30 11:37:00,맑음
"오징어덮밥, 참치찌개",15000,남(39) 남(53),2023-04-29 12:59:00,맑음
"날치알주먹밥, 참치와사비김밥, 돈까스김밥, 계란말이김밥, 김치볶음밥",26500,여(50) 남(16) 여(10) 남(33) 남(18),2024-01-05 08:15:00,비
"치즈김밥, 소고기김밥, 비빔국수, 제육덮밥, 쫄면",30500,여(42) 남(24) 여(35) 여(27) 남(48),2023-11-28 12:02:00,맑음
"뚝배기불고기, 새우볶음밥, 라면, 오불덮밥, 만두국",34500,여(51) 남(20) 남(58) 남(59) 여(15),2024-08-01 15:27:00,맑음
"군만두, 라면, 치즈라볶이, 참치주먹밥",18500,남(45) 여(38) 여(60) 남(52),2023-12-18 08:56:00,맑음
"참치김밥, 소고기주먹밥, 치즈라볶이, 날치알주먹밥",18500,여(10) 여(47) 여(36) 여(31),2024-10-21 15:27:00,맑음
"떡만두국, 날치알주먹밥, 오불덮밥, 오므라이스",27000,여(21) 여(11) 여(58) 여(12),2024-08-30 04:28:00,맑음
"참치비빔밥, 소고기김밥, 참치순두부찌개",20000,남(50) 여(46) 여(21),2024-02-26 08:07:00,맑음
"멸치주먹밥, 멸치주먹밥",8000,여(14) 남(30),2023-08-29 04:41:00,비
"돈까스김밥, 소고기주먹밥",9000,남(59) 여(16),2023-08-12 19:53:00,맑음
"날치알주먹밥, 소고기주먹밥, 소고기주먹밥, 잔치국수, 순두부찌개",26000,여(58) 남(45) 여(18) 여(15),2024-06-07 22:59:00,맑음
"얼큰해물우동, 떡만두국",16500,여(22),2023-12-27 11:09:00,맑음
"땡초진미김밥, 비빔밥, 멸치주먹밥, 참치찌개",23000,남(28) 남(12) 남(14) 남(10),2024-09-16 02:54:00,맑음
"치즈라볶이, 돈까스김밥",11000,남(28),2024-09-19 10:30:00,흐림
멸치주먹밥,4000,여(24),2024-07-08 01:41:00,눈
"라면, 날치알김밥, 비빔국수",16500,남(21) 여(36) 여(49),2024-02-01 06:16:00,흐림
"부대찌개, 부대찌개, 참치주먹밥",20000,남(44) 여(15) 여(10),2024-07-26 09:27:00,맑음
"부대찌개, 소고기주먹밥, 멸치주먹밥",16000,여(25) 여(27),2024-07-10 20:51:00,눈
"치즈라볶이, 참치주먹밥, 계란말이김밥, 생선까스",25000,남(11) 남(30) 여(56) 여(17),2024-05-11 07:09:00,맑음
"멸치주먹밥, 소고기주먹밥, 라면, 고구마돈까스, 돈까스",31500,남(17) 남(35) 여(15) 남(58) 남(22),2023-05-30 04:55:00,흐림
"참치찌개, 날치알김밥, 생선까스, 새우튀김김밥, 땡초진미김밥",31500,여(44) 남(58) 여(59) 남(54) 여(59),2024-02-09 18:17:00,맑음
"소고기주먹밥, 김치볶음밥, 오뎅, 부대찌개",23500,남(56) 남(13) 남(17),2024-03-28 11:21:00,흐림
"땡초진미김밥, 참치김밥, 참치주먹밥, 고구마돈까스, 날치알주먹밥",27000,여(35) 여(39) 남(37) 남(13) 남(29),2023-07-01 12:01:00,비
"고구마돈까스, 순두부찌개, 참치찌개, 참치김밥",28000,여(51) 남(58) 여(47) 남(57),2023-10-29 10:55:00,눈
멸치주먹밥,4000,남(33),2024-04-20 10:03:00,맑음
"계란말이김밥, 멸치주먹밥, 부대찌개",17500,여(50) 남(41) 여(47),2023-07-21 01:58:00,흐림
"떡라면, 육개장, 멸치주먹밥, 날치알주먹밥, 순두부찌개, 참치주먹밥",32500,남(31) 남(19) 여(40) 여(53) 남(11),2023-12-24 21:39:00,맑음
"생선까스, 멸추김밥, 뚝배기불고기",22500,여(38) 여(53),2024-09-04 11:38:00,맑음
"만두국, 김치찌개, 소고기주먹밥",18000,남(27) 남(34),2023-04-23 02:19:00,흐림
"참치찌개, 돈까스",16500,여(44) 남(24),2023-05-18 19:32:00,맑음
"된장찌개, 소고기주먹밥, 김치찌개",18000,여(55) 남(49) 남(29),2024-07-14 11:10:00,흐림
"된장찌개, 멸치주먹밥",11000,남(29) 여(38),2023-05-22 08:20:00,눈
김치찌개,7000,남(21),2023-11-12 03:57:00,흐림
"참치찌개, 치즈떡볶이",12500,남(24),2023-10-16 10:32:00,흐림
"날치알주먹밥, 콩국수, 날치알주먹밥, 오징어덮밥",24000,남(43) 남(58) 여(46),2024-06-10 07:16:00,흐림
육개장,8000,여(27),2024-08-14 05:14:00,비
"우동, 소고기김밥, 참치비빔밥",18500,여(33) 여(25) 여(31),2023-03-19 17:30:00,비
"새우튀김김밥, 뚝배기불고기, 멸치주먹밥, 날치알주먹밥",21000,남(18) 남(54) 여(60),2023-03-08 17:58:00,비
"고구마돈까스, 참치주먹밥",13500,여(17) 남(53),2023-12-30 13:47:00,맑음
"라볶이, 제육덮밥, 오징어덮밥, 김치볶음밥, 날치알주먹밥",31000,남(23) 남(49) 여(24) 여(27) 남(46),2023-04-05 00:21:00,맑음
참치주먹밥,4000,여(25),2023-04-17 21:33:00,흐림
"소고기김밥, 새우튀김김밥, 김치볶음밥, 참치찌개, 날치알주먹밥",28000,여(44) 남(40) 여(33) 남(22) 여(42),2024-03-16 17:51:00,맑음
"뚝배기불고기, 날치알주먹밥, 된장찌개",19000,남(57) 여(45) 여(10),2023-10-05 03:47:00,흐림
"고기만두, 계란말이김밥",9500,여(49) 여(40),2023-12-12 13:16:00,맑음
"콩국수, 순두부찌개",15000,여(27),2023-07-05 12:39:00,맑음
돈까스,9500,여(50),2024-03-13 14:44:00,흐림
"생선까스, 소고기주먹밥, 순두부찌개",20500,여(21) 여(50) 남(23),2023-12-29 19:50:00,맑음
"부대찌개, 소고기김밥, 날으는 김밥",16500,여(48) 여(47),2024-10-25 23:28:00,눈
"오므라이스, 오징어덮밥, 멸치주먹밥, 새우튀김김밥",24000,여(20) 여(37) 여(20) 여(33),2024-10-31 02:11:00,맑음
"얼큰해물라면, 부대찌개",16500,남(42),2024-03-20 05:00:00,맑음
"콩국수, 참치김밥, 떡국",19500,여(32) 남(38),2023-10-17 21:16:00,맑음
"된장찌개, 참치순두부찌개",14500,여(25),2023-09-03 23:26:00,맑음
계란말이김밥,5500,여(59),2024-06-16 23:13:00,맑음
"치즈떡볶이, 김치찌개, 오징어덮밥",20500,여(44) 남(50),2024-08-20 17:12:00,흐림
"멸치주먹밥, 얼큰해물우동, 참치김밥, 만두라면, 생선까스, 김치찌개",39000,여(14) 여(37) 여(60) 여(37) 남(41),2024-06-11 13:10:00,흐림
"소고기주먹밥, 부대찌개, 제육덮밥, 새우튀김김밥, 참치주먹밥, 콩국수",36000,여(24) 여(37) 여(14) 여(46) 남(16),2023-07-01 04:46:00,눈
"육개장, 얼큰해물우동",16500,여(27) 남(31),2024-07-19 03:06:00,흐림
"김치만두, 소고기김밥, 치즈김밥, 잔치국수",20500,남(34) 여(23) 여(17),2023-08-14 20:23:00,눈
"부대찌개, 된장찌개, 김치만두",19000,여(20) 여(59) 남(35),2024-04-21 18:06:00,맑음
"부대찌개, 날으는 김밥, 육개장",19500,남(35) 여(19) 여(30),2023-03-13 02:08:00,맑음
"날치알주먹밥, 떡만두국, 떡라면, 떡국",24500,여(21) 여(14) 여(35) 남(44),2023-04-27 09:32:00,맑음
"새우튀김김밥, 멸치주먹밥, 소고기주먹밥, 소고기주먹밥, 참치찌개",24000,여(38) 여(53) 여(50) 남(30) 여(21),2024-02-18 12:39:00,맑음
"제육덮밥, 김치라면, 비빔국수, 날치알주먹밥",23500,여(41) 남(44) 여(31),2023-04-15 12:09:00,맑음
소고기김밥,5000,여(57),2023-03-12 18:06:00,맑음
"뚝배기불고기, 참치와사비김밥, 제육덮밥, 부대찌개, 소고기주먹밥",32000,남(38) 남(26) 여(24) 여(53) 여(10),2023-06-08 08:27:00,흐림
"쫄면, 참치주먹밥, 된장찌개, 김치볶음밥, 참치주먹밥, 소고기김밥",34000,남(46) 남(11) 남(32) 남(16) 여(56),2023-07-20 17:17:00,흐림
만두국,7000,남(45),2024-10-04 00:06:00,눈
"떡국, 소고기주먹밥, 참치주먹밥, 김치볶음밥, 고기만두",26000,여(38) 여(25) 여(23) 남(15) 여(44),2024-10-10 15:31:00,비
"소고기주먹밥, 생선까스",13500,여(13),2024-07-31 09:15:00,흐림
"멸치주먹밥, 고기만두, 육개장, 소고기김밥, 뚝배기불고기, 날치알주먹밥",33000,남(58) 남(40) 남(17) 여(47) 남(27),2023-04-07 10:13:00,맑음
