단어,빈도
5900원,1
6141명,1
1343명,1
2021사업,1
4760가구,1
203가구,1
1238가구,1
1999가구,2
4128가구,1
IT전문가들,2
95대,1
SK계열사,1
SK지오센트릭,2
SK종합화학,3
39원,1
84원,1
999원,1
574원,1
246원,1
82원,1
80여장,2
UN기상전문기구,1
1.15도,1
0.35도,1
819점,1
879점,1
2021~202시즌,1
65주년,1
558조,1
1470여명,1
8864만,1
동작대교JC,1
염창IC,2
7~10분,1
뉴스1.25일,1
5900여명,1
4431곳,1
049건,1
19분대,2
2700세대,1
974명,1
503번,2
505번,1
1742명,2
1320명,2
5569채,1
170대,1
22한화큐셀,1
오라CC,1
2956만,2
1826만,1
125시간,1
165시간,1
132시간,1
176시간,2
44시간,1
1039명,4
1263명,3
1143명,3
1042명,4
3715명,1
7281천,1
200리터,1
12톤,2
충청권CTX,1
SK공사,1
1920년대,3
378개,1
1372부스,1
315개,1
e편한세상봉곡,1
93개월,1
1950가구,4
3549만,1
3962만,1
8147건,1
1950건,3
SK용인반도체산업,1
526만,2
15알,1
2007~2013년,1
삼성생명4151,1
9180주,1
498세대,1
572세대,1
74세대,1
371조,1
2리,1
765가구,1
46파,4
4.5베,1
p차이,5
969가구,2
050세대,1
등록번호11710-2017-00446,1
17그루,1
8호실,1
1.6점,1
5.2점,1
4.2점,1
3.6점,1
3.1점,1
38석,1
3당,1
1시험장,1
TJB대전방송,2
대전MBC,2
오산세교2,1
7225가구,1
e편한세상일광,1
7225명,1
2022국감,1
홍성IC,2
송악IC,1
1424개,1
4812억,1
1997억,1
2768억,1
300팀,1
용인포곡물류PFV,2
천안1540,1
천안1474,1
천안1541,1
천안1542,1
천안1559,1
천안1539,2
천안1560,1
천안1562,1
천안1564,1
천안1527,1
천안1568,1
천안1569,1
1572명,2
4410만,1
10.1명,2
1.57대,1
12.04대,1
148.87대,2
789원,1
942원,1
532원,1
295원,1
678명,1
946명,2
1399만,1
6735명,1
17시간,2
티클라우드CC,4
KFC존,1
자유CC,2
80여개,1
버드우드CC,1
페럼CC,1
양산동원로얄CC,1
30차례,2
3519건,1
1293건,1
4477명,1
440번,1
25~30년,1
1365석,2
31편,2
19편,3
TS인베스트먼트,1
IB투자,1
KT인베스트먼트,1
9.87대,2
126곳,2
369가구,1
KTX창원역,1
3769만,1
세류1,1
862번지,1
A협동조합,3
용인시신갈IC,1
20가족,1
4390명,2
3151명,2
2147개,1
3687명,1
1백억,1
454.9명,2
353.1명,2
1근창,1
770여명,2
151점,1
9400억,1
1345일,1
4050대,1
9197만,1
2159만,2
1649만,1
44.19대,1
44.48대,1
57매,1
388.84대,2
1920가구,2
침실1,2
894가구,1
391가구,2
3톤,2
3열,7
426마력,1
9363만,2
4768만,1
1454만,1
욕X,1
1160억,3
527가구,1
1112가구,1
파동IC,1
30.3명,1
1817명,1
138번,2
280쪽,1
42킬로,1
450매,3
10.7배,2
4.4배,1
107.5명,1
지난달18,1
40여대,1
9.4조,1
14장,1
H신탁,1
962억,1
902억,1
894억,1
759억,1
844건,1
10여동,1
950점,1
24주년,1
1걸음,1
340걸음,1
235박스,1
38포,1
9870억,1
LG연암학원,1
LG관계자,1
CJ올리브영,2
IBK행복나눔재단,1
IBK희망,1
310호,3
149회,1
3720가구,1
9528억,1
1420억,2
3240면,1
742만,1
1051억,1
1307억,1
사업비1,1
월10,1
S공,1
5~6세기,1
4767만,2
SBW생명과학,1
18~34세,1
18년도,2
26년도,1
5700억,1
1392만,1
KTX역세권,2
1117만,2
139곳,1
1342세대,1
65개,1
번2013,1
11득점,1
4108번,1
595개소,1
5800개소,1
150개소,1
248개소,1
3948건,1
2246건,2
722건,1
2.88명,1
1.1명,1
2022~2026년,1
R등급,1
G등급,3
1478.01원,2
1140.45원,2
25~27도,1
056명,1
46일,1
1647건,3
1489건,3
1058건,3
613개,1
3565개,1
876번,3
1391명,2
7584명,1
7540명,1
1398점,1
1363점,1
1091점,1
4320억,1
1363회,1
3~4상자,1
8040만,1
37그루,1
460그루,1
005그루,1
군8,1
R비서,1
AI비서,1
1550명,1
560여만,2
3233만,1
47살,1
4.16생명,1
325이엔씨,1
교육과정A,1
교육과정B,1
3500가지,1
보정IC,6
IB업계,2
1220억,1
995억,1
603억,1
537억,1
555가구,1
177대,2
3344만,1
2697만,2
2.25배,1
390원,1
2871가구,1
5533만,2
2817명,2
13길,2
특3,2
145번,2
15.5일,1
160세포,1
1000세포,1
4~5분,1
ABL연수원,1
2263명,1
N수생들,1
70여종,1
6265만,1
KDI국제정책대학원,2
DMZ정책과장,1
T세포들,1
2코스,1
3코스,1
1293억,2
1136억,2
198마리,1
7752가구,1
443가구,1
363대,1
1276건,1
2428가구,1
3.5인치,1
10에어백,1
4035만,1
4359만,1
4585만,1
373만,1
50여대,1
8660억,2
1입방,1
국비28,1
국비3,1
국비18,1
국비6,1
1기수,2
777건,1
417건,2
BC값,2
2.9개,1
86.3명,1
8콜,1
185점,2
1중,1
500종,3
15.5대,1
19.7대,1
10.94대,1
서구5,1
m이내,1
27가정,1
551개소,1
5276개소,1
0.873개,1
0.540개,1
2.225개,1
2.500개,1
2.280개,1
5862명,1
79번,1
784가구,2
938가구,1
2994가구,1
AutoKU팀,1
489개,1
총선D,1
3589만,1
SM상선,2
316세대,1
2324두,1
101농가,1
755번,1
698농가,1
512개,1
644억,5
2009~2013년,1
2~4배,1
9682억,2
8870원,1
IT기술들,1
C학생,1
1741억,1
698개,1
JCI용인청년회의소,1
KTX익산역,1
동군산IC,1
704세대,2
북천안IC,1
49종,1
0.85명,3
610여억,1
5포인트,1
5라인,2
5블럭,1
3350만,1
3901건,1
9일자,1
832평,3
1642개,1
2011~2015년,1
2~3학년,1
8.27점,1
8.53점,1
0.06점,1
7.59점,1
0.05점,1
123원,1
9812억,1
10.04대,1
9.27대,1
511가구,1
22마리,1
000마리,1
510건,4
성남1,1
431표,1
002명,1
815분,1
55~59세,1
1962~1966년,1
352만,2
10미닛,1
42주년,1
9471표,1
6209표,1
3262표,1
2발,1
4308회,1
SKS크레딧,4
120초,4
1~3회,1
35~95분,1
15~60분,1
1329번,1
h주행,1
343야드,1
146타,1
058명,1
447원,2
팬텀싱어2,1
67개국,1
238단,1
3777가구,2
6000솜,3
9513명,3
수표1400,2
현금900,2
지방소득세5900,1
자기앞수표2800,1
현금과수표등2300,1
7.4대,1
1181가구,1
6030가구,1
1447가구,1
1684가구,1
255가구,1
303가구,2
160가구,1
652조,2
902항공,1
12~1도,1
7~4도,1
500일,2
79대,2
457대,1
64대,3
568대,1
141회,2
제15,1
1540여곳,1
7쪽,1
3쪽,1
헌터라제ICV,2
1기관,1
1698명,1
1657명,2
1544명,1
1493명,1
1333명,1
1098명,1
381점,2
441점,2
20201년,1
21시간,1
1032명,4
3883명,1
7006명,1
4551명,1
97.6원,1
6원,1
삼막곡제1,1
NH방역지원단,2
990개,1
545개,1
21코스,4
22코스,4
23코스,4
24코스,4
9코스,4
10코스,4
20코스,4
PM용역사,1
PM용역,1
PM사업자,1
LG그램편,1
CJ온스타일,2
케이블TV,1
2255억,1
1.5조,2
PF자금,1
510억,1
40마리,1
AR영어독서클럽,5
753곳,1
573곳,1
116마리,1
4선거구,3
김서윤2-김지현,1
김서윤2,2
Rigaflex사,1
GRC센터장,1
LG경제연구원,2
45채,1
3351명,1
서울115,1
2228억,1
1경,1
2000조,1
MIK매직쇼,1
34점,1
768곳,1
II권역,1
4328곳,1
21시즌,1
2생명,3
3생명,3
884억,2
TV프로그램,1
3186가구,1
km가량,2
9691점,1
리베라CC,1
83세,4
75.30세,1
e파,1
VL르웨스트만,1
IOT시스템,1
11계단,1
72타,1
0으,1
70곡,1
068가구,1
977채,1
253석,2
200그루,3
640여억,1
SK증권,3
현대1,1
12차로,1
태평1,1
중4,1
금광2,1
수진1,2
신흥1,1
160세대,1
723억,1
3699만,1
HDC그룹,1
KPGA선수권대회,1
1사업장,1
6주간,2
326만,2
739명,1
LW컨벤션,1
그린3.8,1
1814가구,1
1165가구,1
221일,1
13~34세,1
자동4,1
일부4.베스토아,1
태양공예가구8.금도끼복권방,1
의점11.153로또,1
18~19일,1
8단계,1
1795만,2
2742만,2
3386만,2
3970건,2
640세대,1
500여세대,1
5매,1
남양주진접2,1
성남복정1,2
의왕청계2,1
1650원,1
3840원,1
2~3달,3
AI빅데이터,1
757만,1
405호실,1
31가지,1
K유치원,1
K스타일,1
21번지,3
318조,1
348배,1
1메,1
97번,2
D라운지,1
SS기획,1
6130만,1
LFP배터리,1
773.3명,1
930.4명,1
37세,2
범죄도시2,1
6930억,1
4198명,1
9360만,1
2.8만,1
758가구,1
용문1,1
6.09대,1
4000장,2
AI플랫폼,1
AI센터,2
4450원,2
7400원,2
3560원,2
3110원,2
A협력업체,1
SK하이닉스용,2
56.2대,1
430.9명,1
414.3명,1
고양12,1
앙상BOOK,1
4221명,1
1304명,1
129일,2
2872명,1
2917명,1
6225명,1
2215명,1
e편한세상제물포역파크메종,1
865번,1
869~874번,1
877~878번,1
875번,1
420여명,1
N브랜드,1
2003~2010년,1
2011~2018년,1
1323만,1
356세대,1
1143만,2
H본부,1
H커스텀,1
LG상사,1
119톤,1
68톤,1
741권,1
411억,1
3815개소,2
8구간,1
연200,1
6561명,1
화성시8.9,1
2980가구,1
139가구,1
Y녹취록,1
4200억,1
8100억,1
5600억,2
7700억,2
7500억,1
9100억,1
1853조,2
69.4명,1
D부문,1
AI추정가,7
978명,2
4.1배,1
73팀,1
라온중3,1
국립전통예술고3,4
김포금빛초6,1
여울초6,1
지장초6,1
상명대부속초6,1
부곡중1,1
국립국악중2,1
국립전통예술중2,2
공도중3,1
국립국악고1,1
국립전통예술고2,4
온양한올고3,1
고창초5,1
잠전초5,1
죽백초3,1
종덕초6,1
아인초4,1
국립전통예술중3,7
태장중3,1
우신중1,1
국립전통예술고1,4
안양예고1,1
까치울초5,1
백제초6,1
오양천도초3,1
충남예고2,1
온양용화고1,1
파장초6,1
평택고덕초3,1
서탄초3,1
부여백제초6,1
아산초6,1
대전선유초6,1
성서중3,1
온양용화중1,1
운암중1,1
국립국악고2,1
안양예고2,1
추계예술대3,1
100벌,1
125번,1
667건,1
1138건,1
2불록,1
1563만,2
GS더프레시,8
198여,1
투자유치TF,1
109대,2
18기록관,1
22~26도,1
25~32도,2
2023~2024시즌,1
2연전,3
1800년,3
A회계법인,1
B회계법인,1
570여억,1
6400여억,1
463곳,5
273곳,4
2688명,1
639필지,1
263점,1
음성레인보우힐스CC,1
소2-87호,1
11.1명,1
A농원,1
B농원,2
C농원,2
D농원,1
E농원,1
F농원,1
나스닥100,1
7~8개월,2
24인,1
46.3명,1
24절,1
721명,2
61.8분,3
47.7분,3
0.12통행,1
0.11통행,1
67.3분,3
54.5분,3
60~90분,1
1레,1
2.5곳,1
440개,1
953건,1
709건,1
679건,1
전용59,1
129조,1
1920년,3
657만,1
KLCI평가,1
1687억,1
SSG푸드마켓,1
1520원,1
543825번,1
201일,1
203일,1
188일,1
501가구,1
848.3대,1
654구간,1
5145만,2
7780만,2
시티오씨엘3,1
SNS이벤트,1
56.338테라와트시,1
PF사업,2
633개,1
SK팹,1
639조,1
4317명,1
3210명,1
133분,1
5.9일,1
9.7시간,1
45~50시간,1
1037억,1
1133억,1
6629명,1
9363명,1
SK하이닉스공장,1
16전투기,1
KG타워,1
0.778명,1
0.839명,1
43데시벨,1
38데시벨,1
B조,4
K리거,1
베스트11,1
256개,1
119챌린지,1
1645억,1
A선교사,3
X허경환,1
8.1도,1
1268대,2
S클래스,7
12.3인치,1
5.4초,1
1730번,1
214개,3
D단계,1
839명,3
18~24일,2
22.1명,1
3427억,1
8962가구,3
7145가구,2
광명뉴타운1,2
28블록,1
130실,1
142가구,2
1052명,1
PET병,1
15곳가량,1
FC매드독,2
3000달러,4
855억,2
735평,1
860평,1
2019~2020년,3
1841~1843번,1
1035명,1
3085명,1
1252대,1
1260대,3
2016~2025년,1
NH농협카드앱,3
민선5,5
SK아트리움,1
5647억,1
7200원,1
용산1-2,1
5970원,1
234억,1
6949평,1
1.64배,1
2.26배,1
1417제곱미터,1
395.3로와트,1
505메가와트아워,1
2091건,1
11.2명,1
9.1명,1
521개,1
2우선주,1
1우선주,1
405원,1
40원,2
45~75세,1
15~54세,1
19석,1
21석,2
8840명,1
9752명,1
480여만,1
6700여,1
1:1지원,1
59타입,2
약5000,3
44초,1
67번,2
10.20원,1
1985.56원,1
240건,1
1702호,2
856곳,1
K하이닉스,1
255개,1
2022대한민국,1
6백억,3
10제곱미터,1
287평,1
8710건,1
4258건,1
3247건,1
3196건,1
5803건,1
6437만,1
2363만,1
6111만,1
20쌍,6
40가족,6
184농,1
803개,1
4442명,1
12.07대,1
2564만,1
창원3,1
84.9초,1
3~10인,2
4그룹,2
806만,2
856명,2
259개,4
506개,4
152개,3
02022년,1
2500여가구,1
2000주,1
7394억,1
1740억,1
212주,1
1657주,1
4018명,1
3991~3992번,1
3994~3995번,1
3996번,1
3711번,1
3998번,2
4000번,1
4001번,1
4002번,1
4003번,1
3657번,1
4006번,1
4010번,1
3881번,1
4011번,1
4012번,1
3205번,1
4016번,1
3772번,1
4017번,1
4018번,1
4009번,1
5타차,1
KLPGA대회,1
LX챔피언십,1
8타,1
22언더,3
65위,1
467메가와트,1
2020~2034년,1
692마리,2
7000~8000마리,2
8748억,2
93톤,1
20평대,1
55인치,1
65인치,1
70인치,1
1004명,1
477곳,1
2575억,1
53석,1
447만,1
28마리,1
13마리,1
28병,1
2000채,1
5903가구,1
1361만,1
941만,1
PC기부,1
600여곳,1
목감IC,1
1917년,1
1922년,1
91달러,1
881달러,1
729억,1
75주년,2
936억,1
시즌5,1
2018~2023년,1
15~16도,2
891원,1
3972가구,1
1515가구,1
1223억,1
8778표,1
4509표,1
3835표,1
3연속,1
1772점,1
1818점,1
1170점,1
412대,1
372대,1
1민,1
2340명,1
21일자,1
제52,1
2~6시,1
C회사,1
5일자,1
1360원,1
1632원,1
1000~2000개,1
1480만,1
326억,1
10~15시간,1
PC방닷컴,1
M커피,2
7일자,3
4패,2
918만,1
839억,1
7100여,1
965개,1
471개,1
896개,1
816개,1
491개,1
814개,1
757개,1
SK하이니스,1
2.52배,1
1.44배,1
4.87배,1
426사,1
4015세대,1
LPG협회,3
7297명,2
5368건,1
3794만,1
3062만,1
SK그린테크노캠퍼스,2
476마력,1
3.8초,1
5570억,1
QR정보,2
226건,1
14.3인치,1
KOTRA대한무역투자진흥공사,1
1091명,2
2434만,3
16.74대,2
9.69대,2
493가구,2
3~4차,1
535개,1
3896만,1
3721억,2
7441만,2
6868만,2
2289만,2
3333주,2
2459만,2
07시,2
141호,8
용인백암PFV,4
1080억,1
트랜치B,2
CCTV등,1
156가구,1
12~26일,1
1029억,1
293개소,1
5729억,1
A소방관,4
C경위,2
D경장,1
E경장,1
F경장,1
KTX광명,1
75살,1
30포인트,1
20포인트,1
373건,5
883건,3
821건,3
1도스,1
135홀,1
7747건,1
1833건,1
700개,1
369억,3
2012~2020년,1
2014~2015년,1
2730만,3
627명,4
877명,1
930명,1
371만,1
9285원,1
1338명,1
1060회,3
25일자,3
797만,1
80게임,3
670매,1
529매,1
1049~1085회,1
317개,1
106호,2
60병,1
블레이드앤소울2,1
GS글로벌,4
3861만,1
53톤,1
20통,1
1382대,2
1811명,1
2022명,1
VI금융투자,1
6430만,1
930여,1
PEF배상,1
8515억,1
5653억,1
제326,1
580여마리,2
295마리,1
289마리,1
42마리,1
MH마포하우징,1
라브4,5
HV모드,1
1447년,1
4대손,1
6대손,1
5189억,1
1802호,1
당수1,2
시화MTV,4
SNE리서치,2
08년,1
000필지,1
1084회,3
원3,1
1082회,1
5게임,3
4090명,1
3038원,1
톱50,3
155개,2
69.25점,2
59.49점,2
40~50명,1
용인YMCA,1
485기,1
330곳,1
115팀,1
UN군,1
6660명,1
4245명,1
914건,1
190곳,2
437곳,1
UN평화국제교류기구,1
B모시의원,1
선우GLS,1
5040박스,1
7회기,1
LCD산업단지,1
32.7원,1
23.8원,1
2~6대,1
아일랜드570,1
M병원,1
1체,2
2체급,1
5체급,1
2002~2003년,1
396만,2
647만,1
531실과,1
5~9도,1
706표,1
628표,1
7000호기,1
4785만,2
179개,2
12타석,2
70타석,1
EG더원,1
4225만,3
256세대,1
1.2대,1
153가구,2
262가구,1
05년,1
687세대,1
청춘역1979,1
4부분,1
폭염대응T,2
YTN워싱턴특파원,1
935년,1
992년,1
1300년,1
5000분,1
1일부,1
2404만,1
8724명,1
1443억,1
K인구전략,1
649.44점,1
629.52점,1
19.92점,1
624.99점,1
614.46점,1
614.28점,1
614.21점,1
81.50점,2
205.61점,1
221.95점,2
75점,2
116.88점,1
205.07점,1
186.70점,1
185.98점,1
185.96점,1
180.49점,1
203.80점,1
200.00점,1
69.87점,1
11.63점,1
67.08점,1
67.06점,1
65.26점,1
450점,2
747점,2
461.67점,1
734.67점,2
12.33점,1
709.67점,2
723.67점,2
674.67점,2
500점,2
498.67점,1
496점,1
494.33점,1
488.67점,1
479.33점,1
497.33점,1
494.67점,1
497.67점,1
484.67점,1
713.33점,1
676.67점,1
662.67점,1
659점,1
657.67점,1
644.67점,1
698.00점,1
681.33점,1
662.33점,1
584.67점,1
575.67점,1
620.00점,1
660.67점,1
635.00점,1
703.00점,1
1400평,1
10병상,1
112실,1
917건,1
891건,2
686건,1
1~2인,2
2340건,1
글로벌CEO,1
CD금리,1
7시리즈,1
938대,1
0.81대,1
NH증권,1
725만,1
15해양누리공원,1
8326억,1
B지점,1
34개소,1
SNS홍보팀,3
5552~5556번,1
924곳,1
맛it,1
1158번,1
흥덕8,1
2791명,1
6333명,1
6137명,1
5422명,1
4097명,1
67~68석,1
241.5점,1
234점,1
177점,1
113점,1
98.5점,1
26초,1
2590건,2
5462건,2
2992건,2
1429건,2
3058건,2
2113건,2
4006건,2
2707건,2
1378건,2
1605건,2
1101건,2
3614만,1
2181만,1
2745만,1
8~11일,1
포레스트247,1
902번,1
79분,1
79.3분,1
광교중흥S,1
GTX-A하,1
3310억,1
260억,1
2019학년,1
77.34점,1
73.14점,1
85.48세,1
20.2명,1
27필지,1
1886년,2
1908년,2
1896년,2
716건,1
9531만,1
6439만,1
2492만,1
1169만,1
200상자,1
25~20도,1
578세대,1
556세대,1
1972세대,1
3064세대,1
3021세대,1
1233세대,2
1167세대,1
240.1대,3
108.79대,3
61블록,3
1184가구,1
산7,2
20바퀴,1
가족3,1
1571가구,1
H회,1
330원,2
2000여권,1
2200가구,1
6880명,1
영남취재본부asiae,1
7400여,1
771억,1
0.94대,1
4173건,1
22배,1
1344건,1
1820건,1
29개소,1
NO재팬,1
141곳,2
3~12곳,2
4800여명,5
560여명,3
260여톤,2
4291명,1
요양원2,1
교회3,1
445.1명,1
2백억,2
647건,2
109동,1
2549세대,1
86세대가,1
MOU협약,1
페이지룸8,1
249건,1
748건,1
2.2도,2
3656필지,1
오로라2,1
오로라3,2
778억,1
25차례,1
104필지,1
998평,1
890킬로와트,1
7467억,1
6836억,1
1292억,1
NHN클라우드,4
7980만,1
8980만,1
8410만,1
7350만,1
선수142,1
금11,1
08점,1
소2-86,3
23년도,3
24년도,3
2002년도,1
367번,2
957.84점,2
4097평,1
893평,1
53평,1
491평,1
워크래프트3,1
스타크래프트2,1
오버워치2,1
391만,2
715만,2
7506명,1
2581가구,1
4328가구,1
9536세대,1
8339세대,1
615억,1
31.08세,1
35~39세,1
3고,1
3가족,1
GT황제,2
55블록,1
718만,1
574만,1
691만,1
6145명,2
5572명,2
2투표소,1
246실,1
6286건,1
6205건,1
2296건,1
5749건,1
73배,1
1374억,2
612억,2
232톤,1
109톤,1
340톤,1
658세대,1
025원,1
329톤,1
934그루,1
700회,2
4톤,10
안양CC,1
1538곳,1
1050곳,1
488곳,1
2다,1
775개,1
4397명,1
5~13세,1
614년,1
58분,4
1762개,1
235개,1
10웍원,1
874세대,1
036세대,1
631세대,1
965세대,1
952세대,1
춘천IC,1
G상상마당,1
947건,1
000여마리,1
e편한세상용인파크카운티,2
UX개선,1
BJT열방센터,1
953개,1
741개,1
689만,2
21동,1
63대,2
699곳,2
2123세대,1
793세대,1
5220세대,1
51.71대,1
1.3대책,1
1960대,1
스팟Live,1
AI문화산업벨트,1
6001번,1
6002번,1
6003번,1
1003번,1
1676억,2
218조,2
5군단,3
4160만,1
2064억,1
606억,1
1274만,1
1042만,1
10~11일,3
80가족,1
1나노,1
L자,2
0도,3
서해0.5,1
7항,1
1527가구,1
1120가구,1
아침도시2,1
0승,4
KH에너지,1
2패,1
yes문경팀,2
23종목,1
1500여만,1
4900개,1
528번,1
6600여호,1
330부,1
748만,1
골드C,1
5920만,2
G마켓맨,1
3916만,1
4460만,1
5349만,1
6116만,1
1806만,1
A타운하우스,1
135개,2
135세대,3
3679명,1
9613명,1
9182명,1
5386명,1
해로토로TV,1
032만,1
1996~2002년,1
925조,2
1851명,5
1833명,3
8.150점,2
7.850점,2
7.300점,1
8.500점,1
8.200점,1
7.250점,1
6.750점,1
쿠팡Inc,1
D플랫폼,5
프리IPO,5
341조,2
217조,1
6271명,1
348건,1
250롤,1
140여곳,2
4388건,2
1895건,2
연면적2,1
서구6,1
2610만,4
180년,1
305점,1
67호,1
990여마리,2
1금융,4
A원,1
NH농협화성,1
245대,1
244.81대,1
1842세대,1
1660세대,1
3306세대,1
2417세대,1
750건,1
425건,1
10.4대,1
37개국,1
512조,1
679명,2
K&K글로벌트레이딩,1
8187건,1
4684건,1
686곳,2
982곳,1
17.0곳,1
18.8곳,1
421곳,1
9.5개소,1
6.7개소,1
4급수,1
43.7대,1
43.73대,1
4299억,1
5783억,1
2272억,1
8027억,1
2197억,1
2734억,1
2279억,1
4253억,1
4코스,1
30선,4
C노인요양시설,1
E간호사,1
3510건,1
3309건,1
2957건,1
2642건,1
6530채,1
3642채,1
1313채,1
8할,2
51병동,1
1.21평,2
Bioscience사,1
4800여종,1
2111명,2
1439명,1
1423명,1
1190명,1
n수생,7
195개,1
1236만,1
67.7배,1
31~49명,1
1661만,1
3353만,1
5880만,2
4847만,1
3571만,1
3389만,1
3077만,1
0.0004491개,1
5474만,1
3645만,1
0.0000306개,1
15~20분,2
올림픽CC,3
죽전2,2
2800여가구,1
241교,1
5375억,2
종교시설1,1
1380만,1
34주,4
200박,1
1000여대,1
9574명,1
DDC페스티벌,1
725건,1
TEU급,1
17선석,1
21선석,1
5~6시,3
1557명,2
3200여명,3
1600여점,2
1~2기,1
3~4기,1
2~5배,3
3~4배수,1
896가구,1
050가구,1
268가구,1
1594억,1
TY홀딩스,1
DMC미디어,1
28길,1
2022억,1
5278명,2
285.7명,1
32.0명,1
32.6명,1
38.0명,1
19.4명,1
1.7명,1
사람IN,1
3364억,1
688억,1
3.93대,1
지상14,1
151석,1
587조,1
1054건,1
3717만,3
5000마리,2
5592만,3
7377억,1
푸드360,1
500번,2
2500가구,4
3623가구,1
1926건,1
2104건,1
89실,1
1398대,1
정부경기도삼성전자LH,1
3621건,1
996필지,1
240여점,1
5.75캐럿,1
LH하남사업본부,1
516.88점,1
672.00점,1
981.60점,1
50여종,1
15경기,1
130득점,1
6412만,1
CCTV열람,1
304곳,2
304~309번,1
307번,1
구성12,2
보정12,2
DW바이오,3
445건,1
SK직원,1
12.7대,1
31.8대,1
107.8대,1
343개,1
900두,1
388장,1
40상자,1
에스페란사GC,2
영랑호CC,2
SNS역할,1
SPC빵,1
제23,1
56품종,1
5288만,2
94조,3
6523명,1
3574명,1
4220명,1
6049명,1
1390곳,1
718개소,1
118개소,1
1.18대,1
1.16대,1
975점,1
930점,1
786점,1
1230억,1
3310만,1
243개,1
1~5곳,1
7110만,1
7529주,1
1010억,1
50유닛,1
100유닛,1
KH바텍,1
상용SW,1
46.88대,1
4846건,1
32.74대,1
878건,1
30명대,2
2~10회,1
BOK이슈노트,1
68마대,1
623번지,4
69호실,1
유창E&C,1
609억,3
1398억,1
4316건,2
9000채,1
5500채,1
4~6기,1
4~6공장,1
622개,2
3696억,1
EV스퀘어,2
cm가량,1
134일,1
정부4,1
2155만,2
LH가,1
XX야,1
500여대,4
504대,1
700여대,1
2030원,1
3024명,1
15부,1
115세대,1
91세대,1
1롤,1
600여평,1
250종,1
212면,1
500여면,1
1형당뇨,12
한국1,2
1형당뇨인,3
2형당뇨,2
100통,1
2019~2022년,2
매입30,1
300필지,1
